,Number,Name,Position,Age,Height,Weight,Experience,College
41,93,Dwight Freeney,DE,37,6-1,268,17,Syracuse
42,61,Kerry Hyder,DE,26,6-2,270,3,Texas Tech
43,57,Cam Johnson,DE,27,6-4,268,4,Virginia
44,98,Jeremiah Ledbetter,DE,23,6-3,295,2,Arkansas
45,78,Jeremiah Valoaga,DE,23,6-6,275,2,UNLV
46,90,Cornelius Washington,DE,28,6-4,280,6,Georgia
47,99,Rodney Coe,DT,24,6-3,305,1,Akron
48,63,Toby Johnson,DT,26,6-4,325,1,Georgia
49,92,Haloti Ngata,DT,34,6-4,340,13,Oregon
50,55,Christian Ringo,DT,25,6-1,298,3,Louisiana
51,91,A'Shawn Robinson,DT,22,6-4,322,3,Alabama
52,97,Akeem Spence,DT,26,6-1,307,6,Illinois
53,69,Anthony Zettel,DT,25,6-4,270,3,Penn State
54,43,Nick Bellore,LB,28,6-1,250,8,Central Michigan
55,53,Brandon Chubb,LB,24,6-1,240,2,Wake Forest
56,40,Jarrad Davis,LB,23,6-1,238,2,Florida
57,54,Steve Longa,LB,23,6-0,240,2,Rutgers
58,44,Jalen Reeves-Maybin,LB,23,6-0,230,2,Tennessee
59,59,Tahir Whitehead,LB,27,6-2,241,7,Temple
60,58,Paul Worrilow,LB,27,6-0,230,6,Delaware
61,39,Jamal Agnew,CB,22,5-10,190,2,San Diego
62,--,Adairius Barnes,CB,23,5-11,188,2,Louisiana Tech
63,28,Quandre Diggs,CB,25,5-9,200,4,Texas
64,31,D.J. Hayden,CB,27,5-11,190,6,Houston
65,46,Des Lawrence,CB,23,6-1,185,2,North Carolina
66,24,Nevin Lawson,CB,26,5-9,192,5,Utah State
67,23,Darius Slay,CB,27,6-0,190,6,Mississippi State
68,30,Teez Tabor,CB,22,6-0,201,2,Florida
69,26,Don Carey,S,30,5-11,202,10,Norfolk State
70,35,Miles Killebrew,S,24,6-2,222,3,Southern Utah
71,37,Stefan McClure,S,25,5-10,205,2,California
72,41,Rolan Milligan,S,23,5-10,200,1,Toledo
73,27,Glover Quin,S,32,6-0,207,10,New Mexico
74,45,Charles Washington,S,24,5-10,192,2,Fresno State
75,32,Tavon Wilson,S,27,6-0,212,7,Illinois
78,5,Matt Prater,PK,33,5-10,201,12,UCF
79,6,Sam Martin,P,27,6-1,211,6,Appalachian State
80,2,Kasey Redfern,P,26,6-1,205,2,Wofford
81,48,Don Muhlbach,LS,36,6-4,258,15,Texas A&M
0,6,Joe Callahan,QB,24,6-1,216,3,Wesley College
1,7,Brett Hundley,QB,24,6-3,226,4,UCLA
2,12,Aaron Rodgers,QB,34,6-2,225,14,California
3,43,Joel Bouagnon,RB,23,6-2,224,R,Northern Illinois
4,33,Aaron Jones,RB,23,5-9,208,2,UTEP
5,32,Devante Mays,RB,23,5-10,230,2,Utah State
6,88,Ty Montgomery,RB,25,6-0,216,4,Stanford
7,30,Jamaal Williams,RB,22,6-0,213,2,BYU
8,40,Joe Kerridge,FB,25,6-0,245,3,Michigan
9,22,Aaron Ripkowski,FB,25,6-1,246,4,Oklahoma
10,17,Davante Adams,WR,25,6-1,215,5,Fresno State
11,81,Geronimo Allison,WR,24,6-3,202,3,Illinois
12,89,Michael Clark,WR,22,6-6,217,1,Marshall
13,18,Randall Cobb,WR,27,5-10,192,8,Kentucky
14,11,Trevor Davis,WR,24,6-1,188,3,California
15,83,Jeff Janis,WR,26,6-3,219,5,Saginaw Valley
16,16,Jake Kumerow,WR,25,6-4,210,1,UW-Whitewater
17,87,Jordy Nelson,WR,32,6-3,217,11,Kansas State
18,13,Colby Pearson,WR,23,6-0,194,1,BYU
19,10,DeAngelo Yancey,WR,23,6-1,220,1,Purdue
20,86,Emanuel Byrd,TE,23,6-2,236,1,Marshall
21,84,Lance Kendricks,TE,30,6-3,250,8,Wisconsin
22,82,Richard Rodgers,TE,26,6-4,257,5,California
23,49,Robert Tonyan Jr.,TE,23,6-5,200,1,Indiana State
24,54,Dillon Day,C,26,6-4,299,1,Mississippi State
25,63,Corey Linsley,C,26,6-3,301,5,Ohio State
26,79,Kofi Amichia,G,23,6-3,304,1,South Florida
27,73,Jahri Evans,G,34,6-4,318,13,Bloomsburg
28,64,Justin McCray,G,25,6-3,317,2,UCF
29,77,Adam Pankey,G,24,6-4,313,2,West Virginia
30,62,Lucas Patrick,G,24,6-3,313,2,Duke
31,65,Lane Taylor,G,28,6-3,324,6,Oklahoma State
32,69,David Bakhtiari,OT,26,6-4,310,6,Colorado
33,75,Bryan Bulaga,OT,28,6-5,314,9,Iowa
34,74,Ulrick John,OT,25,6-5,307,5,Georgia State
35,68,Kyle Murphy,OT,24,6-6,305,3,Stanford
36,78,Jason Spriggs,OT,23,6-6,301,3,Indiana
39,94,Dean Lowry,DE,23,6-6,296,3,Northwestern
40,90,Montravius Adams,DT,22,6-3,304,2,Auburn
41,97,Kenny Clark,DT,22,6-3,314,3,UCLA
42,76,Mike Daniels,DT,28,6-0,310,7,Iowa
43,91,Quinton Dial,DT,27,6-5,318,6,Alabama
44,45,Vince Biegel,LB,24,6-3,246,2,Wisconsin
45,55,Ahmad Brooks,LB,33,6-3,259,13,Virginia
46,51,Kyler Fackrell,LB,26,6-5,245,3,Utah State
47,93,Reggie Gilbert,LB,24,6-3,261,1,Arizona
48,50,Blake Martinez,LB,24,6-2,237,3,Stanford
49,52,Clay Matthews,LB,31,6-3,255,10,USC
50,98,Chris Odom,LB,23,6-3,262,2,Arkansas State
51,53,Nick Perry,LB,27,6-3,265,7,USC
52,47,Jake Ryan,LB,25,6-2,240,4,Michigan
53,1,David Talley,LB,23,6-1,236,2,Grand Valley State
54,56,Ahmad Thomas,LB,23,6-1,216,1,Oklahoma
55,48,Joe Thomas,LB,26,6-1,227,4,South Carolina State
56,44,Donatello Brown,CB,26,6-0,190,2,Valdosta State
57,39,Demetri Goodson,CB,28,5-11,197,5,Baylor
58,28,Josh Hawkins,CB,25,5-10,189,3,East Carolina
59,31,Davon House,CB,28,6-0,195,8,New Mexico State
60,20,Kevin King,CB,22,6-3,200,2,Washington
61,41,Lenzy Pipkins,CB,24,6-0,196,2,Oklahoma State
62,23,Damarious Randall,CB,25,5-11,196,4,Arizona State
63,24,Quinten Rollins,CB,25,5-11,195,4,Miami (OH)
64,26,Herb Waters,CB,25,6-0,188,2,Miami
65,29,Kentrell Brice,S,23,5-11,200,3,Louisiana Tech
66,42,Morgan Burnett,S,29,6-1,209,9,Georgia Tech
67,21,Ha Ha Clinton-Dix,S,25,6-1,208,5,Alabama
68,25,Marwin Evans,S,24,5-11,211,3,Utah State
69,27,Josh Jones,S,23,6-1,220,2,NC State
70,35,Jermaine Whitehead,S,24,5-11,195,2,Auburn
73,2,Mason Crosby,PK,33,6-1,207,12,Colorado
74,9,Jacob Schum,P,29,5-10,211,4,Buffalo
75,8,Justin Vogel,P,24,6-4,219,2,Miami
76,61,Brett Goode,LS,33,6-1,255,11,Arkansas
77,59,Taybor Pepper,LS,23,6-4,245,2,Michigan State
78,57,Zach Triner,LS,--,6-3,245,1,Assumption
0,8,Sam Bradford,QB,30,6-4,224,9,Oklahoma
1,5,Teddy Bridgewater,QB,25,6-2,215,5,Louisville
2,7,Case Keenum,QB,29,6-1,215,6,Houston
3,1,Kyle Sloter,QB,24,6-4,218,2,Northern Colorado
4,31,Mack Brown,RB,26,5-11,213,3,Florida
5,33,Dalvin Cook,RB,22,5-10,210,2,Florida State
6,21,Jerick McKinnon,RB,25,5-9,205,5,Georgia Southern
7,25,Latavius Murray,RB,28,6-3,230,6,UCF
8,42,Bishop Sankey,RB,25,5-10,213,4,Washington
9,30,C.J. Ham,FB,24,5-11,235,2,Augustana (SD)
10,12,Rodney Adams,WR,23,6-1,189,2,South Florida
11,13,Stacy Coley,WR,23,6-0,195,2,Miami
12,14,Stefon Diggs,WR,24,6-0,191,4,Maryland
13,18,Michael Floyd,WR,28,6-3,220,7,Notre Dame
14,16,Cayleb Jones,WR,24,6-3,209,1,Arizona
15,19,Adam Thielen,WR,27,6-2,200,5,Minnesota State
16,11,Laquon Treadwell,WR,22,6-2,215,3,Ole Miss
17,17,Jarius Wright,WR,28,5-10,191,7,Arkansas
18,--,Brandon Zylstra,WR,24,6-3,220,R,Concordia (MN)
19,81,Blake Bell,TE,26,6-6,252,4,Oklahoma
20,89,David Morgan,TE,24,6-4,265,3,UT San Antonio
21,82,Kyle Rudolph,TE,28,6-6,265,8,Notre Dame
22,61,Joe Berger,C,35,6-5,305,14,Michigan Tech
23,62,Nick Easton,C,25,6-3,303,4,Harvard
24,67,Cornelius Edison,C,24,6-3,309,2,Portland State
25,65,Pat Elflein,C,23,6-2,303,2,Ohio State
26,63,Danny Isidora,G,23,6-3,306,2,Miami
27,75,Jeremiah Sirles,G,26,6-6,315,5,Nebraska
28,72,Storm Norton,OL,23,6-8,306,1,Toledo
29,76,Aviante Collins,OT,24,6-4,292,2,TCU
30,69,Rashod Hill,OT,26,6-6,313,3,Southern Mississippi
31,78,Dieugot Joseph,OT,23,6-6,302,1,Florida Intl
32,68,Cedrick Lang,OT,25,6-7,269,1,UTEP
33,71,Riley Reiff,OT,29,6-6,305,7,Iowa
34,74,Mike Remmers,OT,28,6-5,310,6,Oregon State
37,90,Tashawn Bower,DE,22,6-4,250,2,LSU
38,97,Everson Griffen,DE,30,6-3,273,9,USC
39,99,Danielle Hunter,DE,23,6-5,252,4,LSU
40,66,Caushaud Lyons,DE,25,6-5,284,1,Tusculum
41,96,Brian Robison,DE,34,6-3,259,12,Texas
42,91,Stephen Weatherly,DE,23,6-5,265,3,Vanderbilt
43,73,Sharrif Floyd,DT,26,6-3,311,5,Florida
44,94,Jaleel Johnson,DT,23,6-3,316,2,Iowa
45,92,Tom Johnson,DT,33,6-3,288,8,Southern Mississippi
46,98,Linval Joseph,DT,29,6-4,329,9,East Carolina
47,93,Shamar Stephen,DT,26,6-5,310,5,Connecticut
48,95,Ifeadi Odenigbo,DL,23,6-3,258,1,Northwestern
49,55,Anthony Barr,LB,25,6-5,255,5,UCLA
50,40,Kentrell Brothers,LB,25,6-1,242,3,Missouri
51,42,Ben Gedeon,LB,23,6-2,244,2,Michigan
52,54,Eric Kendricks,LB,25,6-0,232,4,UCLA
53,59,Emmanuel Lamur,LB,28,6-4,245,7,Kansas State
54,57,Shaan Washington,LB,24,6-3,220,2,Texas A&M
55,56,Antwione Williams,LB,24,6-3,240,2,Georgia Southern
56,50,Eric Wilson,LB,23,6-1,230,2,Cincinnati
57,20,Mackensie Alexander,CB,24,5-10,192,3,Clemson
58,24,Tramaine Brock,CB,29,5-10,188,9,Belhaven University
59,23,Terence Newman,CB,39,5-10,197,16,Kansas State
60,29,Xavier Rhodes,CB,27,6-1,218,6,Florida State
61,38,Horace Richardson,CB,24,5-11,199,1,SMU
62,35,Marcus Sherels,CB,30,5-10,175,8,Minnesota
63,26,Trae Waynes,CB,25,6-0,190,4,Michigan State
64,41,Anthony Harris,S,26,6-1,192,4,Virginia
65,27,Jayron Kearse,S,23,6-4,215,3,Clemson
66,34,Andrew Sendejo,S,30,6-1,210,8,Rice
67,22,Harrison Smith,S,29,6-2,214,7,Notre Dame
68,39,Jack Tocho,S,22,6-0,202,1,NC State
71,2,Kai Forbath,PK,30,5-11,197,7,UCLA
72,4,Ryan Quigley,P,28,6-2,205,6,Boston College
73,47,Kevin McDermott,LS,28,6-5,240,6,UCLA
74,44,Jeff Overbaugh,LS,24,6-0,236,1,San Diego State
0,5,Joe Flacco,QB,33,6-6,245,11,Delaware
1,15,Ryan Mallett,QB,29,6-6,250,8,Arkansas
2,7,Josh Woodrum,QB,25,6-3,231,1,Liberty
3,37,Javorius Allen,RB,26,6-0,222,4,USC
4,34,Alex Collins,RB,23,5-10,210,3,Arkansas
5,45,John Crockett,RB,25,6-0,217,2,North Dakota State
6,30,Kenneth Dixon,RB,24,5-10,223,3,Louisiana Tech
7,28,Terrance West,RB,27,5-10,225,5,Towson
8,39,Danny Woodhead,RB,33,5-8,204,10,Chadron State
9,44,Ricky Ortiz,FB,23,6-0,233,1,Oregon State
10,16,Quincy Adeboyejo,WR,22,6-3,197,1,Ole Miss
11,12,Michael Campanaro,WR,27,5-9,191,5,Wake Forest
12,18,Jeremy Maclin,WR,29,6-0,198,10,Missouri
13,10,Chris Moore,WR,24,6-1,204,3,Cincinnati
14,11,Breshad Perriman,WR,24,6-2,215,4,UCF
15,15,DeVier Posey,WR,27,6-1,210,3,Ohio State
16,17,Mike Wallace,WR,31,6-0,200,10,Ole Miss
17,6,Tim White,WR,23,5-10,181,2,Arizona State
18,86,Nick Boyle,TE,24,6-4,270,4,Delaware
19,80,Crockett Gillmore,TE,26,6-6,266,5,Colorado State
20,88,Vince Mayle,TE,26,6-2,247,3,Washington State
21,84,Darren Waller,TE,25,6-6,255,3,Georgia Tech
22,82,Benjamin Watson,TE,37,6-3,251,15,Georgia
23,87,Maxx Williams,TE,23,6-4,257,4,Minnesota
24,61,Luke Bowanko,C,26,6-6,300,6,Virginia
25,60,Brandon Kublanow,C,22,6-2,300,2,Georgia
26,68,Matt Skura,C,24,6-3,313,2,Duke
27,71,Jermaine Eluemunor,G,23,6-4,338,2,Texas A&M
28,66,Ryan Jensen,G,26,6-4,319,5,Colorado State-Pueblo
29,72,Alex Lewis,G,25,6-6,315,3,Nebraska
30,76,Maurquice Shakir,G,24,6-4,313,2,Middle Tennessee
31,65,Nico Siragusa,G,23,6-4,320,2,San Diego State
32,73,Marshal Yanda,G,33,6-3,305,12,Iowa
33,70,Andrew Donnal,OT,25,6-6,310,4,Iowa
34,77,Austin Howard,OT,30,6-7,330,9,Northern Iowa
35,74,James Hurst,OT,26,6-5,317,5,North Carolina
36,62,Steven Moore,OT,24,6-6,303,1,California
37,67,Stephane Nembot,OT,26,6-6,320,3,Colorado
38,79,Ronnie Stanley,OT,23,6-6,320,3,Notre Dame
41,92,Bronson Kaufusi,DE,26,6-6,285,3,BYU
42,42,Patrick Ricard,DE,23,6-3,304,2,Maine
43,96,Brent Urban,DE,26,6-7,300,5,Virginia
44,93,Chris Wormley,DE,24,6-5,300,2,Michigan
45,94,Carl Davis,DT,25,6-5,321,4,Iowa
46,69,Willie Henry,DT,23,6-2,308,3,Michigan
47,97,Michael Pierce,DT,25,6-0,340,3,Samford
48,98,Brandon Williams,DT,28,6-1,340,6,Missouri Southern State
49,54,Tyus Bowser,LB,22,6-2,240,2,Houston
50,53,Bam Bradley,LB,23,5-11,237,2,Pittsburgh
51,51,Kamalei Correa,LB,23,6-3,241,3,Boise State
52,58,Steven Johnson,LB,29,6-1,237,7,Kansas
53,99,Matthew Judon,LB,25,6-3,263,3,Grand Valley State
54,50,Albert McClellan,LB,31,6-2,250,8,Marshall
55,57,C.J. Mosley,LB,25,6-2,250,5,Alabama
56,48,Patrick Onwuasor,LB,25,6-0,227,3,Portland State
57,90,Za'Darius Smith,LB,25,6-4,275,4,Kentucky
58,55,Terrell Suggs,LB,35,6-3,265,16,Arizona State
59,56,Tim Williams,LB,24,6-3,260,2,Alabama
60,35,Brandon Boykin,CB,27,5-10,173,7,Georgia
61,26,Maurice Canady,CB,23,6-1,193,3,Virginia
62,24,Brandon Carr,CB,31,6-0,210,11,Grand Valley State
63,31,Robertson Daniel,CB,26,6-1,205,1,BYU
64,43,Jaylen Hill,CB,23,5-10,185,2,Jacksonville State
65,29,Marlon Humphrey,CB,21,6-0,197,2,Alabama
66,38,Stanley Jean-Baptiste,CB,27,6-3,218,4,Nebraska
67,41,Anthony Levine Sr.,CB,30,5-11,209,7,Tennessee State
68,30,Robert Nelson Jr.,CB,27,5-9,175,3,Arizona State
69,22,Jimmy Smith,CB,29,6-2,210,8,Colorado
70,25,Tavon Young,CB,23,5-9,177,3,Temple
71,36,Chuck Clark,S,22,6-0,210,2,Virginia Tech
72,--,Bennett Jackson,S,26,6-0,192,2,Notre Dame
73,23,Tony Jefferson,S,26,5-11,215,6,Oklahoma
74,21,Lardarius Webb,S,32,5-10,185,10,Nicholls
75,32,Eric Weddle,S,33,5-11,200,12,Utah
78,9,Justin Tucker,PK,28,6-1,183,7,Texas
79,4,Sam Koch,P,35,6-1,222,13,Nebraska
80,46,Morgan Cox,LS,31,6-4,235,9,Tennessee
0,14,Andy Dalton,QB,30,6-2,220,8,TCU
1,6,Jeff Driskel,QB,24,6-4,238,2,Louisiana Tech
2,5,AJ McCarron,QB,27,6-3,215,4,Alabama
3,25,Giovani Bernard,RB,26,5-9,205,6,North Carolina
4,33,Tra Carson,RB,25,5-11,228,2,Texas A&M
5,23,Brian Hill,RB,22,6-1,219,2,Wyoming
6,32,Jeremy Hill,RB,25,6-1,230,5,LSU
7,28,Joe Mixon,RB,21,6-1,228,2,Oklahoma
8,30,Cedric Peerman,RB,31,5-10,212,9,Virginia
9,39,Jarveon Williams,RB,23,5-9,205,1,UT San Antonio
10,83,Tyler Boyd,WR,23,6-2,197,3,Pittsburgh
11,16,Cody Core,WR,23,6-3,214,3,Ole Miss
12,12,Alex Erickson,WR,25,6-0,195,3,Wisconsin
13,18,A.J. Green,WR,29,6-4,210,8,Georgia
14,11,Brandon LaFell,WR,31,6-3,210,9,LSU
15,80,Josh Malone,WR,21,6-2,208,2,Tennessee
16,15,John Ross,WR,23,5-11,190,2,Washington
17,13,Kermit Whitfield,WR,24,5-8,184,1,Florida State
18,82,Cethan Carter,TE,24,6-3,245,2,Nebraska
19,85,Tyler Eifert,TE,27,6-6,255,6,Notre Dame
20,89,Ryan Hewitt,TE,27,6-4,255,5,Stanford
21,81,Tyler Kroft,TE,25,6-6,260,4,Rutgers
22,41,Scott Orndoff,TE,24,6-5,256,1,Pittsburgh
23,86,Mason Schreck,TE,24,6-5,252,2,Buffalo
24,87,C.J. Uzomah,TE,25,6-6,265,4,Auburn
25,61,Russell Bodine,C,25,6-3,308,5,North Carolina
26,60,T.J. Johnson,C,27,6-4,295,5,South Carolina
27,65,Clint Boling,G,28,6-5,305,8,Georgia
28,66,Trey Hopkins,G,25,6-3,310,3,Texas
29,77,Oni Omoile,G,24,6-2,310,1,Iowa State
30,62,Alex Redmond,G,23,6-5,330,2,UCLA
31,71,Andre Smith,G,31,6-4,330,10,Alabama
32,63,Christian Westerman,G,24,6-3,305,3,Arizona State
33,74,Jake Fisher,OT,24,6-6,310,4,Oregon
34,67,Javarius Leamon,OT,24,6-7,332,1,South Carolina State
35,72,Justin Murray,OT,24,6-5,304,1,Cincinnati
36,70,Cedric Ogbuehi,OT,25,6-5,310,4,Texas A&M
37,76,Kent Perkins,OT,23,6-5,320,1,Texas
38,73,Eric Winston,OT,34,6-7,310,12,Miami
41,96,Carlos Dunlap,DE,28,6-6,280,9,Florida
42,90,Michael Johnson,DE,31,6-7,280,10,Georgia Tech
43,94,Chris Smith,DE,25,6-1,266,5,Arkansas
44,75,Jordan Willis,DE,22,6-4,260,2,Kansas State
45,97,Geno Atkins,DT,29,6-1,300,9,Georgia
46,99,Andrew Billings,DT,22,6-1,325,3,Baylor
47,98,Ryan Glasgow,DT,24,6-3,302,2,Michigan
48,92,Pat Sims,DT,32,6-2,330,11,Auburn
49,68,Josh Tupou,DT,23,6-3,350,2,Colorado
50,52,Brandon Bell,LB,23,6-1,230,1,Penn State
51,54,Carl Bradford,LB,25,6-1,248,3,Arizona State
52,55,Vontaze Burfict,LB,27,6-1,255,7,Arizona State
53,50,Jordan Evans,LB,23,6-2,240,2,Oklahoma
54,64,Connor Harris,LB,24,5-11,242,1,Lindenwood
55,58,Carl Lawson,LB,23,6-2,260,2,Auburn
56,51,Kevin Minter,LB,27,6-0,246,6,LSU
57,56,Hardy Nickerson,LB,24,6-0,235,2,Illinois
58,57,Vincent Rey,LB,30,6-0,245,8,Duke
59,59,Nick Vigil,LB,24,6-2,240,3,Utah State
60,21,Darqueze Dennard,CB,26,5-11,205,5,Michigan State
61,22,William Jackson III,CB,25,6-0,190,3,Houston
62,24,Adam Jones,CB,34,5-10,185,12,West Virginia
63,27,Dre Kirkpatrick,CB,28,6-2,185,7,Alabama
64,29,Tony McRae,CB,24,5-10,185,2,North Carolina A&T
65,20,KeiVarae Russell,CB,24,5-11,196,3,Notre Dame
66,26,Josh Shaw,CB,25,6-1,190,4,USC
67,--,Sojourn Shelton,CB,23,5-9,177,1,Wisconsin
68,42,Clayton Fejedelem,S,24,6-0,205,3,Illinois
69,43,George Iloka,S,27,6-4,225,7,Boise State
70,35,Robenson Therezie,S,26,5-9,212,3,Auburn
71,36,Shawn Williams,S,26,6-0,210,6,Georgia
72,40,Brandon Wilson,S,23,5-10,199,2,Houston
75,7,Jonathan Brown,PK,25,5-10,202,1,Louisville
76,4,Randy Bullock,PK,28,5-9,214,7,Texas A&M
77,10,Kevin Huber,P,32,6-1,210,10,Cincinnati
78,46,Clark Harris,LS,33,6-5,250,10,Rutgers
0,8,Kevin Hogan,QB,25,6-3,218,3,Stanford
1,6,Cody Kessler,QB,24,6-1,215,3,USC
2,7,DeShone Kizer,QB,22,6-4,233,2,Notre Dame
3,34,Isaiah Crowell,RB,25,5-11,225,5,Alabama State
4,27,Matthew Dayes,RB,23,5-8,205,2,NC State
5,33,Darius Jackson,RB,24,6-0,221,3,Eastern Michigan
6,29,Duke Johnson Jr.,RB,24,5-9,210,4,Miami
7,32,Joshua Rounds,RB,24,5-11,190,1,Tulane
8,1,Kelvin Taylor,RB,24,5-10,205,1,Florida
9,40,Danny Vitale,FB,24,6-1,239,3,Northwestern
10,42,Marquez Williams,FB,23,5-11,260,2,Miami
11,88,C.J. Board,WR,24,6-0,178,1,Chattanooga
12,10,Sammie Coates,WR,24,6-1,212,4,Auburn
13,19,Corey Coleman,WR,23,5-11,185,3,Baylor
14,12,Josh Gordon,WR,26,6-3,225,3,Utah
15,83,Matt Hazel,WR,26,6-1,195,3,Coastal Carolina
16,81,Rashard Higgins,WR,23,6-1,198,3,Colorado State
17,84,Bug Howard,WR,23,6-4,214,1,North Carolina
18,80,Ricardo Louis,WR,23,6-2,215,3,Auburn
19,82,Kasen Williams,WR,25,6-1,219,2,Washington
20,86,Devon Cajuste,TE,25,6-4,227,R,Stanford
21,87,Seth DeValve,TE,25,6-3,245,3,Princeton
22,76,Gavin Escobar,TE,27,6-6,260,5,San Diego State
23,89,Matt Lengel,TE,27,6-7,266,3,Eastern Kentucky
24,85,David Njoku,TE,21,6-4,246,2,Miami
25,86,Randall Telfer,TE,25,6-4,250,3,USC
26,63,Marcus Martin,C,24,6-3,310,5,USC
27,64,JC Tretter,C,26,6-4,307,6,Cornell
28,67,Chris Barker,G,27,6-2,300,3,Nevada
29,75,Joel Bitonio,G,26,6-4,305,5,Nevada
30,69,Joseph Cheek,G,25,6-7,311,1,Texas A&M
31,66,Spencer Drango,G,25,6-6,315,3,Baylor
32,79,Geoff Gray,G,23,6-5,315,1,Manitoba
33,62,Austin Reiter,G,26,6-2,300,3,South Florida
34,70,Kevin Zeitler,G,27,6-4,315,7,Wisconsin
35,70,Chris Schneider,OL,--,6-6,305,R,UC Davis
36,77,Zach Banner,OT,24,6-8,360,2,USC
37,72,Shon Coleman,OT,26,6-7,310,3,Auburn
38,78,Roderick Johnson,OT,22,6-6,300,2,Florida State
39,71,Victor Salako,OT,24,6-6,335,1,Oklahoma State
40,73,Joe Thomas,OT,33,6-6,312,12,Wisconsin
43,96,Ricky Ali'ifua,DE,26,6-2,297,R,Utah State
44,92,Lavar Edwards,DE,27,6-4,271,5,LSU
45,95,Myles Garrett,DE,22,6-4,272,2,Texas A&M
46,98,Jamie Meder,DE,26,6-3,308,4,Ashland
47,94,Carl Nassib,DE,24,6-7,275,3,Penn State
48,90,Emmanuel Ogbah,DE,24,6-4,275,3,Oklahoma State
49,44,Nate Orchard,DE,25,6-4,255,4,Utah
50,11,Collin Bevins,DT,--,6-6,286,R,Northwest Missouri State
51,99,Caleb Brantley,DT,23,6-2,307,2,Florida
52,93,Trevon Coley,DT,23,6-1,310,2,Florida Atlantic
53,60,Jeremy Faulk,DT,24,6-2,305,R,null
54,65,Larry Ogunjobi,DT,23,6-2,305,2,Charlotte
55,55,Danny Shelton,NT,24,6-2,335,4,Washington
56,54,Dominique Alexander,LB,22,6-0,235,3,Oklahoma
57,50,B.J. Bello,LB,23,6-2,229,2,Illinois State
58,56,Max Bullough,LB,25,6-3,245,3,Michigan State
59,52,James Burgess Jr.,LB,23,6-0,230,2,Louisville
60,57,Austin Calitro,LB,24,6-0,240,1,Villanova
61,59,Tank Carder,LB,29,6-2,235,7,TCU
62,48,Jeremy Cash,LB,25,6-0,230,3,Duke
63,51,Jamie Collins Sr.,LB,28,6-3,250,6,Southern Mississippi
64,49,Josh Keyes,LB,25,6-2,227,3,Boston College
65,58,Christian Kirksey,LB,25,6-2,235,5,Iowa
66,53,Joe Schobert,LB,24,6-1,245,3,Wisconsin
67,41,Mike Jordan,CB,25,6-1,200,3,Missouri Western
68,30,Jason McCourty,CB,30,5-11,195,10,Rutgers
69,31,Reggie Porter,CB,23,5-11,185,2,Utah
70,22,Denzel Rice,CB,24,6-0,196,2,Coastal Carolina
71,35,C.J. Smith,CB,24,5-11,189,2,North Dakota State
72,21,Jamar Taylor,CB,27,5-11,192,6,Boise State
73,28,Corey White,CB,27,6-1,210,6,Samford
74,23,Howard Wilson,CB,22,6-0,184,2,Houston
75,39,Justin Currie,DB,24,6-2,212,2,Western Michigan
76,37,Trevon Hartfield,DB,26,6-0,195,1,Southwestern Oklahoma
77,43,Kai Nacua,DB,22,6-0,205,2,BYU
78,38,B.W. Webb,DB,27,5-11,190,5,William & Mary
79,20,Briean Boddy-Calhoun,S,25,5-9,193,3,Minnesota
80,26,Derrick Kindred,S,24,5-10,210,3,TCU
81,22,Jabrill Peppers,S,22,5-11,213,2,Michigan
82,36,Derron Smith,S,26,5-10,200,4,Fresno State
85,5,Zane Gonzalez,PK,22,6-0,202,2,Arizona State
86,4,Britton Colquitt,P,32,6-3,210,9,Tennessee
87,47,Charley Hughlett,LS,27,6-4,248,4,UCF
0,5,Joshua Dobbs,QB,23,6-3,216,2,Tennessee
1,3,Landry Jones,QB,28,6-4,225,6,Oklahoma
2,7,Ben Roethlisberger,QB,35,6-5,240,15,Miami (OH)
3,26,Le'Veon Bell,RB,25,6-1,225,6,Michigan State
4,30,James Conner,RB,22,6-1,233,2,Pittsburgh
5,38,Stevan Ridley,RB,29,5-11,220,6,LSU
6,45,James Summers,RB,23,6-3,210,1,East Carolina
7,33,Fitzgerald Toussaint,RB,27,5-9,204,5,Michigan
8,45,Roosevelt Nix,FB,25,5-11,248,4,Kent State
9,84,Antonio Brown,WR,29,5-10,181,9,Central Michigan
10,10,Martavis Bryant,WR,26,6-4,211,4,Clemson
11,82,Trey Griffey,WR,24,6-3,192,R,Arizona
12,88,Darrius Heyward-Bey,WR,30,6-2,210,10,Maryland
13,11,Justin Hunter,WR,26,6-4,203,6,Tennessee
14,6,Tevin Jones,WR,25,6-2,225,1,Memphis
15,17,Eli Rogers,WR,25,5-10,187,4,Louisville
16,19,JuJu Smith-Schuster,WR,21,6-1,215,2,USC
17,85,Xavier Grimble,TE,25,6-4,261,3,USC
18,81,Jesse James,TE,23,6-7,261,4,Penn State
19,89,Vance McDonald,TE,27,6-4,267,6,Rice
20,80,Jake McGee,TE,26,6-5,252,1,Florida
21,67,B.J. Finney,C,26,6-4,318,3,Kansas State
22,74,Chris Hubbard,C,26,6-4,295,5,UAB
23,62,Mike Matthews,C,24,6-2,300,2,Texas A&M
24,53,Maurkice Pouncey,C,28,6-4,304,9,Florida
25,66,David DeCastro,G,28,6-5,316,7,Stanford
26,73,Ramon Foster,G,32,6-5,328,10,Tennessee
27,71,Matt Feiler,OT,25,6-6,330,2,Bloomsburg
28,77,Marcus Gilbert,OT,29,6-6,330,8,Florida
